"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164296_17871581_GEODES057","Ga0164296_17871581","None","hypothetical protein",2,331605.90880278,"Unclassified"
"Ga0164296_17872931_GEODES057","Ga0164296_17872931","None","hypothetical protein",1,80817.9056021241,"Unclassified"
"Ga0164296_17878121_GEODES057","Ga0164296_17878121","None","hypothetical protein",1,231206.549677148,"Unclassified"
"Ga0164296_17879421_GEODES057","Ga0164296_17879421","None","hypothetical protein",7,40655.0774062593,"Unclassified"
"Ga0164296_17885251_GEODES057","Ga0164296_17885251","NO CLASSIFICATION MH","hypothetical protein",2,102570.12754046,"Unclassified"
"Ga0164296_17889751_GEODES057","Ga0164296_17889751","NO CLASSIFICATION MH","transcriptional antiterminator NusG",4,17192.2071706244,"Unclassified"
"Ga0164296_17889891_GEODES057","Ga0164296_17889891","None","hypothetical protein",5,16598.0147704314,"Unclassified"
"Ga0164296_17890361_GEODES057","Ga0164296_17890361","None","hypothetical protein",1,65073.9101627216,"Unclassified"
"Ga0164296_17892341_GEODES057","Ga0164296_17892341","NO CLASSIFICATION MH","hypothetical protein",22,28314.2629513974,"Unclassified"
"Ga0164296_17893651_GEODES057","Ga0164296_17893651","NO CLASSIFICATION MH","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",12,50913.9284739701,"Unclassified"
"Ga0164296_17894521_GEODES057","Ga0164296_17894521","None","hypothetical protein",12,152282.517549453,"Unclassified"
"Ga0164296_17899391_GEODES057","Ga0164296_17899391","None","hypothetical protein",5,37564.8848761165,"Unclassified"
"Ga0164296_17903211_GEODES057","Ga0164296_17903211","None","hypothetical protein",2,44760.6061295358,"Unclassified"
"Ga0164296_17907041_GEODES057","Ga0164296_17907041","NO CLASSIFICATION MH","hypothetical protein",2,109177.431578021,"Unclassified"
"Ga0164296_17907871_GEODES057","Ga0164296_17907871","None","hypothetical protein",7,18138.0838539017,"Unclassified"
"Ga0164296_17913321_GEODES057","Ga0164296_17913321","NO CLASSIFICATION MH","dynein heavy chain",5,322606.448057077,"Unclassified"
"Ga0164296_17922921_GEODES057","Ga0164296_17922921","NO CLASSIFICATION MH","hypothetical protein",7,16247.84472206,"Unclassified"
"Ga0164296_17926381_GEODES057","Ga0164296_17926381","NO CLASSIFICATION MH","glutamine synthetase",7,383927.217225532,"Unclassified"
"Ga0164296_17927361_GEODES057","Ga0164296_17927361","None","hypothetical protein",2,682795.24269758,"Unclassified"
"Ga0164296_17930861_GEODES057","Ga0164296_17930861","None","hypothetical protein",8,10334.9811405976,"Unclassified"
"Ga0164296_17938381_GEODES057","Ga0164296_17938381","None","hypothetical protein",6,8022.66753326101,"Unclassified"
"Ga0164296_17940741_GEODES057","Ga0164296_17940741","NO CLASSIFICATION MH","DNA topoisomerase-2",5,37747.3951870221,"Unclassified"
"Ga0164296_17946501_GEODES057","Ga0164296_17946501","None","hypothetical protein",1,16818.1277314439,"Unclassified"
"Ga0164296_17951291_GEODES057","Ga0164296_17951291","NO CLASSIFICATION MH","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase",7,35743.1354637447,"Unclassified"
"Ga0164296_17951411_GEODES057","Ga0164296_17951411","None","hypothetical protein",3,36386.0559423958,"Unclassified"
"Ga0164296_17953661_GEODES057","Ga0164296_17953661","None","Outer membrane protein (porin)",3,582684.502190293,"Unclassified"
"Ga0164296_17955041_GEODES057","Ga0164296_17955041","NO CLASSIFICATION MH","ABC-type transport system involved in cytochrome c biogenesis, permease component",17,46914.3242193109,"Unclassified"
"Ga0164296_17956621_GEODES057","Ga0164296_17956621","None","hypothetical protein",13,12659.3388225968,"Unclassified"
"Ga0164296_17957451_GEODES057","Ga0164296_17957451","None","Transcriptional regulator, contains XRE-family HTH domain",2,226326.998117136,"Unclassified"
"Ga0164296_17957531_GEODES057","Ga0164296_17957531","NO CLASSIFICATION MH","heme exporter protein C",21,145207.809756658,"Unclassified"
"Ga0164296_17957771_GEODES057","Ga0164296_17957771","None","hypothetical protein",2,128676.003846096,"Unclassified"
"Ga0164296_17959841_GEODES057","Ga0164296_17959841","NO CLASSIFICATION MH","serine/threonine protein kinase",12,30568.8549360499,"Unclassified"
"Ga0164296_17964591_GEODES057","Ga0164296_17964591","NO CLASSIFICATION MH","hypothetical protein",1,264804.84082235,"Unclassified"
"Ga0164296_17966981_GEODES057","Ga0164296_17966981","None","hypothetical protein",8,10368.9353202041,"Unclassified"
"Ga0164296_17971371_GEODES057","Ga0164296_17971371","None","hypothetical protein",5,7006.24083704609,"Unclassified"
"Ga0164296_17973881_GEODES057","Ga0164296_17973881","None","hypothetical protein",5,122392.695441458,"Unclassified"
"Ga0164296_17974361_GEODES057","Ga0164296_17974361","None","hypothetical protein",9,37834.6339162627,"Unclassified"
"Ga0164296_17976831_GEODES057","Ga0164296_17976831","NO CLASSIFICATION MH","Molybdenum cofactor biosynthesis enzyme MoaA",9,34604.2061431894,"Unclassified"
"Ga0164296_17977681_GEODES057","Ga0164296_17977681","None","hypothetical protein",2,53406.4946190017,"Unclassified"
"Ga0164296_17980441_GEODES057","Ga0164296_17980441","NO CLASSIFICATION MH","chorismate synthase",10,78208.2945692894,"Unclassified"
"Ga0164296_17980601_GEODES057","Ga0164296_17980601","NO CLASSIFICATION MH","Predicted transcriptional regulator",14,16511.3142156742,"Unclassified"
"Ga0164296_17980631_GEODES057","Ga0164296_17980631","NO CLASSIFICATION MH","phosphoenolpyruvate carboxykinase (GTP)",23,14900.8456161903,"Unclassified"
"Ga0164296_17994851_GEODES057","Ga0164296_17994851","None","DNA repair ATPase RecN",1,30123.8913263113,"Unclassified"
"Ga0164296_17997751_GEODES057","Ga0164296_17997751","None","hypothetical protein",7,133618.238207402,"Unclassified"
"Ga0164296_17999881_GEODES057","Ga0164296_17999881","None","hypothetical protein",17,50516.4073871899,"Unclassified"
"Ga0164296_18002541_GEODES057","Ga0164296_18002541","None","hypothetical protein",5,7753.18018263496,"Unclassified"
"Ga0164296_18005111_GEODES057","Ga0164296_18005111","None","hypothetical protein",12,9614.50820619974,"Unclassified"
"Ga0164296_18006331_GEODES057","Ga0164296_18006331","None","hypothetical protein",14,17421.7309324276,"Unclassified"
"Ga0164296_18007431_GEODES057","Ga0164296_18007431","None","hypothetical protein",10,113231.752446697,"Unclassified"
"Ga0164296_18008081_GEODES057","Ga0164296_18008081","None","hypothetical protein",23,15990.1450399127,"Unclassified"
"Ga0164296_18010641_GEODES057","Ga0164296_18010641","NO CLASSIFICATION MH","GTP-binding protein LepA",7,31109.7307912709,"Unclassified"
"Ga0164296_18012641_GEODES057","Ga0164296_18012641","None","hypothetical protein",1,996489.963546761,"Unclassified"
"Ga0164296_18016641_GEODES057","Ga0164296_18016641","NO CLASSIFICATION MH","cobalt-zinc-cadmium resistance protein CzcA",1,12057.6459349541,"Unclassified"
"Ga0164296_18016941_GEODES057","Ga0164296_18016941","NO CLASSIFICATION MH","NADH-quinone oxidoreductase subunit N",4,11876.1036231214,"Unclassified"
"Ga0164296_18020961_GEODES057","Ga0164296_18020961","NO CLASSIFICATION MH","T-complex protein 1 subunit epsilon",22,164909.36702436,"Unclassified"
"Ga0164296_18028321_GEODES057","Ga0164296_18028321","None","hypothetical protein",11,51775.6820068409,"Unclassified"
"Ga0164296_18032271_GEODES057","Ga0164296_18032271","None","hypothetical protein",11,29523.6832377366,"Unclassified"
"Ga0164296_18036062_GEODES057","Ga0164296_18036062","None","hypothetical protein",1,216114.870000391,"Unclassified"
"Ga0164296_18039031_GEODES057","Ga0164296_18039031","None","hypothetical protein",2,529517.688860128,"Unclassified"
"Ga0164296_18039821_GEODES057","Ga0164296_18039821","None","hypothetical protein",1,127012.487115261,"Unclassified"
"Ga0164296_18046821_GEODES057","Ga0164296_18046821","NO CLASSIFICATION MH","protein of unknown function (DUF1080)",7,36950.2265271066,"Unclassified"
"Ga0164296_18051881_GEODES057","Ga0164296_18051881","NO CLASSIFICATION MH","2-isopropylmalate synthase",7,11884.5288040422,"Unclassified"
"Ga0164296_18052421_GEODES057","Ga0164296_18052421","NO CLASSIFICATION MH","hypothetical protein",2,457439.386985886,"Unclassified"
"Ga0164296_18053301_GEODES057","Ga0164296_18053301","NO CLASSIFICATION MH","formate dehydrogenase major subunit",20,37410.8597893879,"Unclassified"
"Ga0164296_18057771_GEODES057","Ga0164296_18057771","None","hypothetical protein",5,11559.2072628521,"Unclassified"
"Ga0164296_18058481_GEODES057","Ga0164296_18058481","NO CLASSIFICATION MH","pyridoxine 5-phosphate synthase",6,17340.8675527706,"Unclassified"
"Ga0164296_18059041_GEODES057","Ga0164296_18059041","NO CLASSIFICATION MH","molecular chaperone DnaJ",13,25923.4343626846,"Unclassified"
"Ga0164296_18062471_GEODES057","Ga0164296_18062471","None","hypothetical protein",14,5720.66395277913,"Unclassified"
"Ga0164296_18063841_GEODES057","Ga0164296_18063841","None","hypothetical protein",8,8011.74112749738,"Unclassified"
"Ga0164296_18068231_GEODES057","Ga0164296_18068231","None","hypothetical protein",5,995494.298497295,"Unclassified"
"Ga0164296_18078651_GEODES057","Ga0164296_18078651","None","hypothetical protein",7,38765.624631642,"Unclassified"
"Ga0164296_18085882_GEODES057","Ga0164296_18085882","None","hypothetical protein",5,11108.8701981142,"Unclassified"
"Ga0164296_18086801_GEODES057","Ga0164296_18086801","NO CLASSIFICATION MH","histone-lysine N-methyltransferase MLL3",10,57970.7654687888,"Unclassified"
"Ga0164296_18086971_GEODES057","Ga0164296_18086971","NO CLASSIFICATION MH","peroxiredoxin (alkyl hydroperoxide reductase subunit C)",11,66118.6887448754,"Unclassified"
"Ga0164296_18090161_GEODES057","Ga0164296_18090161","NO CLASSIFICATION MH","D-inositol-3-phosphate glycosyltransferase",17,32114.6119156167,"Unclassified"
"Ga0164296_18091581_GEODES057","Ga0164296_18091581","None","hypothetical protein",2,154790.042782468,"Unclassified"
"Ga0164296_18091671_GEODES057","Ga0164296_18091671","NO CLASSIFICATION MH","sodium/potassium-transporting ATPase subunit alpha",2,29924.779405713,"Unclassified"
"Ga0164296_18095711_GEODES057","Ga0164296_18095711","None","hypothetical protein",9,27370.3449621202,"Unclassified"
"Ga0164296_18102581_GEODES057","Ga0164296_18102581","NO CLASSIFICATION MH","elongation factor G",3,650733.62216619,"Unclassified"
"Ga0164296_18105361_GEODES057","Ga0164296_18105361","None","hypothetical protein",4,26647.0507966709,"Unclassified"
"Ga0164296_18111881_GEODES057","Ga0164296_18111881","None","hypothetical protein",19,18389.1110562154,"Unclassified"
"Ga0164296_18114691_GEODES057","Ga0164296_18114691","None","hypothetical protein",5,15185.4153661423,"Unclassified"
"Ga0164296_18116791_GEODES057","Ga0164296_18116791","NO CLASSIFICATION MH","hypothetical protein",11,38227.7391680925,"Unclassified"
"Ga0164296_18121721_GEODES057","Ga0164296_18121721","None","hypothetical protein",3,882054.187534267,"Unclassified"
"Ga0164296_18122631_GEODES057","Ga0164296_18122631","None","hypothetical protein",1,47329080.4375573,"Unclassified"
"Ga0164296_18122971_GEODES057","Ga0164296_18122971","None","hypothetical protein",7,23403.1279854566,"Unclassified"
"Ga0164296_18123311_GEODES057","Ga0164296_18123311","None","hypothetical protein",9,22009.7020525867,"Unclassified"
"Ga0164296_18128341_GEODES057","Ga0164296_18128341","NO CLASSIFICATION MH","ribulose-bisphosphate carboxylase large chain",3,1561404.81926554,"Unclassified"
"Ga0164296_18131101_GEODES057","Ga0164296_18131101","NO CLASSIFICATION MH","hypothetical protein",1,10630.2046293159,"Unclassified"
"Ga0164296_18132111_GEODES057","Ga0164296_18132111","NO CLASSIFICATION MH","hypothetical protein",15,11014.2753002465,"Unclassified"
"Ga0164296_18133751_GEODES057","Ga0164296_18133751","None","hypothetical protein",9,52909.1051900505,"Unclassified"
"Ga0164296_18134391_GEODES057","Ga0164296_18134391","None","hypothetical protein",12,19798.9539004244,"Unclassified"
"Ga0164296_18145481_GEODES057","Ga0164296_18145481","None","hypothetical protein",0,133852.341617997,"Unclassified"
"Ga0164296_18145761_GEODES057","Ga0164296_18145761","None","hypothetical protein",5,10758.3785770455,"Unclassified"
"Ga0164296_18155671_GEODES057","Ga0164296_18155671","None","hypothetical protein",15,14750.6573200405,"Unclassified"
"Ga0164296_18158571_GEODES057","Ga0164296_18158571","None","hypothetical protein",15,9516.0534197643,"Unclassified"
"Ga0164296_18174631_GEODES057","Ga0164296_18174631","None","hypothetical protein",15,21223.2715812146,"Unclassified"
"Ga0164296_18176801_GEODES057","Ga0164296_18176801","None","hypothetical protein",11,209049.946123514,"Unclassified"
"Ga0164296_18179511_GEODES057","Ga0164296_18179511","NO CLASSIFICATION MH","3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase subunit",8,10920.637771122,"Unclassified"
"Ga0164296_18182321_GEODES057","Ga0164296_18182321","None","Uncharacterized conserved protein, FlaG/YvyC family",3,868563.299787432,"Unclassified"
"Ga0164296_18185391_GEODES057","Ga0164296_18185391","NO CLASSIFICATION MH","signal peptidase II",4,32327.0695966488,"Unclassified"
"Ga0164296_18193081_GEODES057","Ga0164296_18193081","NO CLASSIFICATION MH","GTP-binding protein",2,26831.4910562575,"Unclassified"
"Ga0164296_18198501_GEODES057","Ga0164296_18198501","None","hypothetical protein",14,11082.3594778943,"Unclassified"
"Ga0164296_18200421_GEODES057","Ga0164296_18200421","NO CLASSIFICATION MH","peptidyl-prolyl cis-trans isomerase D",10,14263.7766631213,"Unclassified"
"Ga0164296_18203781_GEODES057","Ga0164296_18203781","None","hypothetical protein",1,10586.0376424481,"Unclassified"
"Ga0164296_18205811_GEODES057","Ga0164296_18205811","NO CLASSIFICATION MH","MOZ/SAS family protein",1,24638.1213701265,"Unclassified"
"Ga0164296_18206081_GEODES057","Ga0164296_18206081","NO CLASSIFICATION MH","hypothetical protein",16,8788.62874277359,"Unclassified"
"Ga0164296_18219571_GEODES057","Ga0164296_18219571","None","hypothetical protein",2,11618.8365252312,"Unclassified"
"Ga0164296_18221221_GEODES057","Ga0164296_18221221","None","hypothetical protein",24,29012.5967357114,"Unclassified"
"Ga0164296_18225661_GEODES057","Ga0164296_18225661","NO CLASSIFICATION MH","peroxiredoxin (alkyl hydroperoxide reductase subunit C)",11,130385.587882738,"Unclassified"
"Ga0164296_18229461_GEODES057","Ga0164296_18229461","NO CLASSIFICATION MH","photosystem II CP47 chlorophyll apoprotein",2,575051.299748752,"Unclassified"
"Ga0164296_18233301_GEODES057","Ga0164296_18233301","NO CLASSIFICATION MH","alanyl-tRNA synthetase",17,17731.9733873192,"Unclassified"
"Ga0164296_18234321_GEODES057","Ga0164296_18234321","None","hypothetical protein",5,260180.762967521,"Unclassified"
"Ga0164296_18235461_GEODES057","Ga0164296_18235461","None","hypothetical protein",5,111053.191674337,"Unclassified"
"Ga0164296_18245471_GEODES057","Ga0164296_18245471","NO CLASSIFICATION MH","Glycosyltransferase involved in cell wall bisynthesis",1,9215.01375564581,"Unclassified"
"Ga0164296_18245831_GEODES057","Ga0164296_18245831","None","hypothetical protein",9,8879.43403479242,"Unclassified"
"Ga0164296_18247401_GEODES057","Ga0164296_18247401","None","hypothetical protein",2,83374.8749145388,"Unclassified"
"Ga0164296_18248981_GEODES057","Ga0164296_18248981","None","hypothetical protein",1,21016.6129006507,"Unclassified"
"Ga0164296_18252561_GEODES057","Ga0164296_18252561","NO CLASSIFICATION MH","dynein heavy chain",1,42913.918939652,"Unclassified"
"Ga0164296_18253551_GEODES057","Ga0164296_18253551","None","DNA-binding transcriptional regulator, PadR family",2,882289.064828632,"Unclassified"
"Ga0164296_18254841_GEODES057","Ga0164296_18254841","None","hypothetical protein",5,13614.092440364,"Unclassified"
"Ga0164296_18256461_GEODES057","Ga0164296_18256461","NO CLASSIFICATION MH","hypothetical protein",11,21401.644464456,"Unclassified"
"Ga0164296_18257581_GEODES057","Ga0164296_18257581","NO CLASSIFICATION MH","hypothetical protein",1,196545.923131486,"Unclassified"
"Ga0164296_18258141_GEODES057","Ga0164296_18258141","None","hypothetical protein",6,13504.0342763627,"Unclassified"
"Ga0164296_18264191_GEODES057","Ga0164296_18264191","NO CLASSIFICATION MH","histone H2A",5,162333.912394422,"Unclassified"
"Ga0164296_18268621_GEODES057","Ga0164296_18268621","None","hypothetical protein",2,519224.185439952,"Unclassified"
"Ga0164296_18269041_GEODES057","Ga0164296_18269041","NO CLASSIFICATION MH","hypothetical protein",1,28437.6570630046,"Unclassified"
"Ga0164296_18272011_GEODES057","Ga0164296_18272011","NO CLASSIFICATION MH","ubiquilin",9,11417.706769276,"Unclassified"
"Ga0164296_18275781_GEODES057","Ga0164296_18275781","None","hypothetical protein",3,19357.4523917543,"Unclassified"
"Ga0164296_18281041_GEODES057","Ga0164296_18281041","NO CLASSIFICATION MH","pyruvate dehydrogenase E1 component",4,146814.063351753,"Unclassified"
"Ga0164296_18281131_GEODES057","Ga0164296_18281131","NO CLASSIFICATION MH","hypothetical protein",1,21930.3979314406,"Unclassified"
"Ga0164296_18284361_GEODES057","Ga0164296_18284361","None","hypothetical protein",5,12959.9263035,"Unclassified"
"Ga0164296_18299761_GEODES057","Ga0164296_18299761","None","hypothetical protein",5,10835.4833253939,"Unclassified"
"Ga0164296_18302561_GEODES057","Ga0164296_18302561","NO CLASSIFICATION MH","high-affinity nickel-transport protein",2,84806.5398447226,"Unclassified"
"Ga0164296_18304381_GEODES057","Ga0164296_18304381","NO CLASSIFICATION MH","pescadillo",8,8433.42891239326,"Unclassified"
"Ga0164296_18304401_GEODES057","Ga0164296_18304401","None","hypothetical protein",1,31578.7281405663,"Unclassified"
"Ga0164296_18306011_GEODES057","Ga0164296_18306011","None","hypothetical protein",5,79022.9386384739,"Unclassified"
"Ga0164296_18306941_GEODES057","Ga0164296_18306941","NO CLASSIFICATION MH","hypothetical protein",7,79675.3801079071,"Unclassified"
"Ga0164296_18309931_GEODES057","Ga0164296_18309931","NO CLASSIFICATION MH","DNA gyrase subunit B",13,93154.7091191872,"Unclassified"
"Ga0164296_18311021_GEODES057","Ga0164296_18311021","None","hypothetical protein",2,24604.9111851532,"Unclassified"
"Ga0164296_18313471_GEODES057","Ga0164296_18313471","None","hypothetical protein",6,7334.5667949753,"Unclassified"
"Ga0164296_18314191_GEODES057","Ga0164296_18314191","NO CLASSIFICATION MH","cell division protease FtsH",13,13237.8036206455,"Unclassified"
"Ga0164296_18316331_GEODES057","Ga0164296_18316331","None","hypothetical protein",9,59875.9534920469,"Unclassified"
"Ga0164296_18318061_GEODES057","Ga0164296_18318061","None","Concanavalin A-like lectin/glucanases superfamily protein",7,114971.92067486,"Unclassified"
"Ga0164296_18318781_GEODES057","Ga0164296_18318781","None","hypothetical protein",1,2023570.59320576,"Unclassified"
"Ga0164296_18319081_GEODES057","Ga0164296_18319081","None","hypothetical protein",7,22544.433810174,"Unclassified"
"Ga0164296_18322701_GEODES057","Ga0164296_18322701","None","hypothetical protein",2,127079.781018761,"Unclassified"
"Ga0164296_18329661_GEODES057","Ga0164296_18329661","None","hypothetical protein",3,453564.411237655,"Unclassified"
"Ga0164296_18334082_GEODES057","Ga0164296_18334082","NO CLASSIFICATION MH","photosystem II PsbH protein",2,53862.8334596425,"Unclassified"
"Ga0164296_18334961_GEODES057","Ga0164296_18334961","NO CLASSIFICATION MH","Cytochrome c1",5,130697.102297177,"Unclassified"
"Ga0164296_18336791_GEODES057","Ga0164296_18336791","None","hypothetical protein",19,14484.5760767669,"Unclassified"
"Ga0164296_18338421_GEODES057","Ga0164296_18338421","NO CLASSIFICATION MH","photosystem II CP43 chlorophyll apoprotein",5,10558165.8674203,"Unclassified"
"Ga0164296_18338761_GEODES057","Ga0164296_18338761","None","hypothetical protein",20,12715.6522542045,"Unclassified"
"Ga0164296_18344781_GEODES057","Ga0164296_18344781","None","hypothetical protein",5,7998.4314940646,"Unclassified"
"Ga0164296_18346951_GEODES057","Ga0164296_18346951","NO CLASSIFICATION MH","D-alanine-D-alanine ligase",4,23867.8229075148,"Unclassified"
"Ga0164296_18349551_GEODES057","Ga0164296_18349551","None","hypothetical protein",7,41537.950825803,"Unclassified"
"Ga0164296_18350141_GEODES057","Ga0164296_18350141","NO CLASSIFICATION MH","DNA topoisomerase-1",5,13652.5106606147,"Unclassified"
"Ga0164296_18350482_GEODES057","Ga0164296_18350482","None","hypothetical protein",24,48069.7924986818,"Unclassified"
"Ga0164296_18355971_GEODES057","Ga0164296_18355971","None","hypothetical protein",5,71089.8690156099,"Unclassified"
"Ga0164296_18366651_GEODES057","Ga0164296_18366651","NO CLASSIFICATION MH","putative chitinase",2,290769.277616881,"Unclassified"
"Ga0164296_18367361_GEODES057","Ga0164296_18367361","None","Ankyrin repeat-containing protein",12,11066.4216399442,"Unclassified"
"Ga0164296_18368631_GEODES057","Ga0164296_18368631","None","hypothetical protein",1,25423.003832552,"Unclassified"
"Ga0164296_18369141_GEODES057","Ga0164296_18369141","None","hypothetical protein",2,22140.1498421125,"Unclassified"
"Ga0164296_18371381_GEODES057","Ga0164296_18371381","NO CLASSIFICATION MH","dUTP pyrophosphatase",1,15094.7484776329,"Unclassified"
"Ga0164296_18373861_GEODES057","Ga0164296_18373861","None","hypothetical protein",9,11731.7091936648,"Unclassified"
"Ga0164296_18375181_GEODES057","Ga0164296_18375181","None","hypothetical protein",5,6272.54194960151,"Unclassified"
"Ga0164296_18381361_GEODES057","Ga0164296_18381361","NO CLASSIFICATION MH","20S proteasome subunit alpha 3",5,8001.18146220151,"Unclassified"
"Ga0164296_18382581_GEODES057","Ga0164296_18382581","NO CLASSIFICATION MH","hypothetical protein",2,11552.5403603068,"Unclassified"
"Ga0164296_18384361_GEODES057","Ga0164296_18384361","None","hypothetical protein",19,18458.8462954988,"Unclassified"
"Ga0164296_18388191_GEODES057","Ga0164296_18388191","None","hypothetical protein",1,17559.1760432637,"Unclassified"
"Ga0164296_18390701_GEODES057","Ga0164296_18390701","None","hypothetical protein",2,55313.4692539377,"Unclassified"
"Ga0164296_18393771_GEODES057","Ga0164296_18393771","NO CLASSIFICATION MH","conserved hypothetical protein",15,11163.0519095143,"Unclassified"
"Ga0164296_18398851_GEODES057","Ga0164296_18398851","None","hypothetical protein",1,28487.1934044367,"Unclassified"
"Ga0164296_18405421_GEODES057","Ga0164296_18405421","NO CLASSIFICATION MH","hypothetical protein",4,61837.4999639902,"Unclassified"
"Ga0164296_18411751_GEODES057","Ga0164296_18411751","NO CLASSIFICATION MH","cytochrome b6-f complex subunit 4",2,791198.440883188,"Unclassified"
"Ga0164296_18412251_GEODES057","Ga0164296_18412251","None","hypothetical protein",15,11054.3428744583,"Unclassified"
"Ga0164296_18414241_GEODES057","Ga0164296_18414241","None","hypothetical protein",2,376063.252857301,"Unclassified"
"Ga0164296_18417021_GEODES057","Ga0164296_18417021","NO CLASSIFICATION MH","cold shock protein (beta-ribbon, CspA family)",6,14075.2079415517,"Unclassified"
"Ga0164296_18429051_GEODES057","Ga0164296_18429051","NO CLASSIFICATION MH","two-component system, NarL family, sensor histidine kinase BarA",4,23922.6298263272,"Unclassified"
"Ga0164296_18430551_GEODES057","Ga0164296_18430551","NO CLASSIFICATION MH","Collagen triple helix repeat-containing protein/Collagen triple helix repeat-containing protein",2,88817.3848553172,"Unclassified"
"Ga0164296_18433961_GEODES057","Ga0164296_18433961","None","hypothetical protein",12,11544.9368656188,"Unclassified"
"Ga0164296_18439911_GEODES057","Ga0164296_18439911","None","hypothetical protein",5,23239.1601926463,"Unclassified"
"Ga0164296_18446071_GEODES057","Ga0164296_18446071","None","hypothetical protein",1,44093.2236010606,"Unclassified"
"Ga0164296_18448951_GEODES057","Ga0164296_18448951","NO CLASSIFICATION MH","large subunit ribosomal protein L18e",2,275820.714302691,"Unclassified"
"Ga0164296_18449731_GEODES057","Ga0164296_18449731","NO CLASSIFICATION MH","elongation factor Tu",4,304266.284201598,"Unclassified"
"Ga0164296_18450401_GEODES057","Ga0164296_18450401","None","hypothetical protein",1,13608.9759645837,"Unclassified"
"Ga0164296_18450961_GEODES057","Ga0164296_18450961","NO CLASSIFICATION MH","photosynthetic reaction center cytochrome c subunit",1,99714.9974793742,"Unclassified"
"Ga0164296_18452521_GEODES057","Ga0164296_18452521","NO CLASSIFICATION MH","hypothetical protein",2,75210.4401765704,"Unclassified"
"Ga0164296_18453401_GEODES057","Ga0164296_18453401","NO CLASSIFICATION MH","DNA-binding transcriptional regulator, CsgD family",2,11870.7691590692,"Unclassified"
"Ga0164296_18455511_GEODES057","Ga0164296_18455511","NO CLASSIFICATION MH","endonuclease G",16,60599.70125836,"Unclassified"
"Ga0164296_18462141_GEODES057","Ga0164296_18462141","None","hypothetical protein",5,10591.118463535,"Unclassified"
"Ga0164296_18463571_GEODES057","Ga0164296_18463571","NO CLASSIFICATION MH","hypothetical protein",8,45360.773386043,"Unclassified"
"Ga0164296_18464611_GEODES057","Ga0164296_18464611","NO CLASSIFICATION MH","ATP-dependent Clp protease ATP-binding subunit ClpX",14,9795.83004674986,"Unclassified"
"Ga0164296_18467601_GEODES057","Ga0164296_18467601","NO CLASSIFICATION MH","putative chitinase",8,15861.7202631766,"Unclassified"
"Ga0164296_18469731_GEODES057","Ga0164296_18469731","NO CLASSIFICATION MH","UDP-N-acetylmuramate dehydrogenase",1,32700.1312706775,"Unclassified"
"Ga0164296_18476011_GEODES057","Ga0164296_18476011","NO CLASSIFICATION MH","hypothetical protein",1,18421.339728783,"Unclassified"
"Ga0164296_18480741_GEODES057","Ga0164296_18480741","NO CLASSIFICATION MH","membrane fusion protein, multidrug efflux system",1,18464.9763727906,"Unclassified"
"Ga0164296_18488721_GEODES057","Ga0164296_18488721","None","hypothetical protein",3,10838.1788674807,"Unclassified"
"Ga0164296_18488751_GEODES057","Ga0164296_18488751","None","hypothetical protein",2,59603.7533086706,"Unclassified"
"Ga0164296_18494581_GEODES057","Ga0164296_18494581","NO CLASSIFICATION MH","hypothetical protein",16,9893.26263174116,"Unclassified"
"Ga0164296_18498041_GEODES057","Ga0164296_18498041","None","hypothetical protein",4,18574.8706731442,"Unclassified"
"Ga0164296_18514511_GEODES057","Ga0164296_18514511","NO CLASSIFICATION MH","photosystem II CP43 chlorophyll apoprotein",4,334529.009920124,"Unclassified"
"Ga0164296_18515311_GEODES057","Ga0164296_18515311","NO CLASSIFICATION MH","hypothetical protein",3,18436.2599742233,"Unclassified"
"Ga0164296_18518651_GEODES057","Ga0164296_18518651","NO CLASSIFICATION MH","aconitate hydratase",9,58980.8914499332,"Unclassified"
"Ga0164296_18531791_GEODES057","Ga0164296_18531791","NO CLASSIFICATION MH","DNA mismatch repair ATPase MutS",9,9247.39236982479,"Unclassified"
"Ga0164296_18534351_GEODES057","Ga0164296_18534351","None","hypothetical protein",17,15864.1346257155,"Unclassified"
"Ga0164296_18549411_GEODES057","Ga0164296_18549411","None","hypothetical protein",13,11834.3896981448,"Unclassified"
"Ga0164296_18550341_GEODES057","Ga0164296_18550341","None","hypothetical protein",1,111244.20067976,"Unclassified"
"Ga0164296_18550901_GEODES057","Ga0164296_18550901","None","hypothetical protein",1,18655.9201560586,"Unclassified"
"Ga0164296_18554521_GEODES057","Ga0164296_18554521","None","hypothetical protein",2,53348.0761180269,"Unclassified"
"Ga0164296_18557552_GEODES057","Ga0164296_18557552","None","hypothetical protein",2,9404.48743210047,"Unclassified"
"Ga0164296_18562261_GEODES057","Ga0164296_18562261","NO CLASSIFICATION MH","aminopeptidase N",10,67130.8305883123,"Unclassified"
"Ga0164296_18568001_GEODES057","Ga0164296_18568001","NO CLASSIFICATION MH","lipoic acid synthetase",7,128423.761511164,"Unclassified"
"Ga0164296_18570491_GEODES057","Ga0164296_18570491","NO CLASSIFICATION MH","glutamate synthase (NADPH/NADH) large chain",10,19521.0622624645,"Unclassified"
