"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164294_108993152_GEODES005","Ga0164294_10899315","NO CLASSIFICATION MH","LacI family transcriptional regulator",1,184282.102439534,"Unclassified"
"Ga0164294_108998021_GEODES005","Ga0164294_10899802","NO CLASSIFICATION MH","hypothetical protein",24,159625.379002999,"Unclassified"
"Ga0164294_109005162_GEODES005","Ga0164294_10900516","NO CLASSIFICATION MH","light-harvesting protein B-800-850 beta chain",15,3475656.83592417,"Unclassified"
"Ga0164294_109005921_GEODES005","Ga0164294_10900592","NO CLASSIFICATION MH","formyl-CoA transferase",18,11331.0552589928,"Unclassified"
"Ga0164294_109009121_GEODES005","Ga0164294_10900912","NO CLASSIFICATION MH","hypothetical protein",6,113726.054922986,"Unclassified"
"Ga0164294_109012852_GEODES005","Ga0164294_10901285","NO CLASSIFICATION MH","flagellar basal-body rod protein FlgC",13,198951.734483677,"Unclassified"
"Ga0164294_109015501_GEODES005","Ga0164294_10901550","NO CLASSIFICATION MH","16S rRNA processing protein RimM",8,134757.839607604,"Unclassified"
"Ga0164294_109016321_GEODES005","Ga0164294_10901632","None","hypothetical protein",11,19746.0466354875,"Unclassified"
"Ga0164294_109017241_GEODES005","Ga0164294_10901724","NO CLASSIFICATION MH","photosynthetic reaction center H subunit",4,261629.665070531,"Unclassified"
"Ga0164294_109028041_GEODES005","Ga0164294_10902804","None","Receptor family ligand binding region",3,14478.5684455141,"Unclassified"
"Ga0164294_109029702_GEODES005","Ga0164294_10902970","NO CLASSIFICATION MH","benzoyl-CoA 2,3-dioxygenase component B",13,182281.029879782,"Unclassified"
"Ga0164294_109036321_GEODES005","Ga0164294_10903632","NO CLASSIFICATION MH","hypothetical protein",3,14395.925843677,"Unclassified"
"Ga0164294_109047491_GEODES005","Ga0164294_10904749","NO CLASSIFICATION MH","stearoyl-CoA desaturase (delta-9 desaturase)",24,15202.713085337,"Unclassified"
"Ga0164294_109048762_GEODES005","Ga0164294_10904876","NO CLASSIFICATION MH","hypothetical protein",17,39738.512830365,"Unclassified"
"Ga0164294_109055971_GEODES005","Ga0164294_10905597","None","hypothetical protein",14,17032.9086029345,"Unclassified"
"Ga0164294_109057171_GEODES005","Ga0164294_10905717","NO CLASSIFICATION MH","preprotein translocase subunit SecA",5,20770.4656321255,"Unclassified"
"Ga0164294_109057271_GEODES005","Ga0164294_10905727","NO CLASSIFICATION MH","Fatty acid desaturase",13,24859.6229017171,"Unclassified"
"Ga0164294_109057471_GEODES005","Ga0164294_10905747","None","hypothetical protein",22,13434.9724758453,"Unclassified"
"Ga0164294_109066101_GEODES005","Ga0164294_10906610","None","hypothetical protein",25,19754.8945225302,"Unclassified"
"Ga0164294_109066191_GEODES005","Ga0164294_10906619","None","Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein",5,12925.3237874796,"Unclassified"
"Ga0164294_109069431_GEODES005","Ga0164294_10906943","NO CLASSIFICATION MH","hypothetical protein",1,18111.7493348359,"Unclassified"
"Ga0164294_109082351_GEODES005","Ga0164294_10908235","NO CLASSIFICATION MH","Ca2+-binding protein, RTX toxin-related",8,159353.930485298,"Unclassified"
"Ga0164294_109085801_GEODES005","Ga0164294_10908580","NO CLASSIFICATION MH","hypothetical protein",20,14158.5746257551,"Unclassified"
"Ga0164294_109110542_GEODES005","Ga0164294_10911054","None","hypothetical protein",1,15534.3280401247,"Unclassified"
"Ga0164294_109111232_GEODES005","Ga0164294_10911123","NO CLASSIFICATION MH","Putative metal-binding motif-containing protein/Putative metal-binding motif-containing protein",7,13267.2346914467,"Unclassified"
"Ga0164294_109116291_GEODES005","Ga0164294_10911629","None","hypothetical protein",27,32736.2681649103,"Unclassified"
"Ga0164294_109118191_GEODES005","Ga0164294_10911819","None","hypothetical protein",8,648075.021216903,"Unclassified"
"Ga0164294_109120781_GEODES005","Ga0164294_10912078","NO CLASSIFICATION MH","magnesium chelatase subunit H",15,19274.4621458279,"Unclassified"
"Ga0164294_109123581_GEODES005","Ga0164294_10912358","NO CLASSIFICATION MH","aconitate hydratase",9,508403.612965176,"Unclassified"
"Ga0164294_109124871_GEODES005","Ga0164294_10912487","NO CLASSIFICATION MH","3-oxoacyl-[acyl-carrier-protein] synthase-3",45,24262.1784509826,"Unclassified"
"Ga0164294_109135151_GEODES005","Ga0164294_10913515","None","hypothetical protein",11,16055.9933531074,"Unclassified"
"Ga0164294_109138081_GEODES005","Ga0164294_10913808","NO CLASSIFICATION MH","hypothetical protein",11,27714.1718165269,"Unclassified"
"Ga0164294_109140392_GEODES005","Ga0164294_10914039","None","hypothetical protein",6,478415.616331093,"Unclassified"
"Ga0164294_109140701_GEODES005","Ga0164294_10914070","None","hypothetical protein",3,53386.203648904,"Unclassified"
"Ga0164294_109146591_GEODES005","Ga0164294_10914659","NO CLASSIFICATION MH","Anaerobic selenocysteine-containing dehydrogenase",11,28252.2452653677,"Unclassified"
"Ga0164294_109161091_GEODES005","Ga0164294_10916109","NO CLASSIFICATION MH","Tetratricopeptide (TPR) repeat",9,54350.4773359708,"Unclassified"
"Ga0164294_109164341_GEODES005","Ga0164294_10916434","None","hypothetical protein",25,190226.627494794,"Unclassified"
"Ga0164294_109164451_GEODES005","Ga0164294_10916445","NO CLASSIFICATION MH","basic membrane protein A",18,12489.8453947687,"Unclassified"
"Ga0164294_109165061_GEODES005","Ga0164294_10916506","None","hypothetical protein",6,11625.662404201,"Unclassified"
"Ga0164294_109165581_GEODES005","Ga0164294_10916558","NO CLASSIFICATION MH","phospholipase C",6,1192172.46129971,"Unclassified"
"Ga0164294_109169181_GEODES005","Ga0164294_10916918","NO CLASSIFICATION MH","dynein heavy chain",33,31518.7478846699,"Unclassified"
"Ga0164294_109176801_GEODES005","Ga0164294_10917680","NO CLASSIFICATION MH","diphosphomevalonate decarboxylase",2,23336.4229337803,"Unclassified"
"Ga0164294_109177261_GEODES005","Ga0164294_10917726","NO CLASSIFICATION MH","tubulin alpha",5,15322.1774806756,"Unclassified"
"Ga0164294_109189442_GEODES005","Ga0164294_10918944","None","hypothetical protein",3,12254.6786872034,"Unclassified"
"Ga0164294_109194141_GEODES005","Ga0164294_10919414","None","hypothetical protein",1,14615.8811647647,"Unclassified"
"Ga0164294_109196911_GEODES005","Ga0164294_10919691","NO CLASSIFICATION MH","S-layer homology domain-containing protein/Carbohydrate-selective porin, OprB family",10,280387.140679308,"Unclassified"
"Ga0164294_109199551_GEODES005","Ga0164294_10919955","NO CLASSIFICATION MH","colicin import membrane protein",2,89667.0416840444,"Unclassified"
"Ga0164294_109200051_GEODES005","Ga0164294_10920005","NO CLASSIFICATION MH","multiple sugar transport system ATP-binding protein",16,46712.6643718422,"Unclassified"
"Ga0164294_109200211_GEODES005","Ga0164294_10920021","NO CLASSIFICATION MH","elongation factor G",20,112324.703956914,"Unclassified"
"Ga0164294_109208701_GEODES005","Ga0164294_10920870","NO CLASSIFICATION MH","methionyl-tRNA synthetase",7,18653.9122936025,"Unclassified"
"Ga0164294_109210531_GEODES005","Ga0164294_10921053","NO CLASSIFICATION MH","hypothetical protein",8,21215.6702126134,"Unclassified"
"Ga0164294_109215181_GEODES005","Ga0164294_10921518","NO CLASSIFICATION MH","glutamate synthase (NADPH/NADH) large chain/glutamate synthase (ferredoxin)",1,19198.0529837249,"Unclassified"
"Ga0164294_109215251_GEODES005","Ga0164294_10921525","None","hypothetical protein",15,48639.6525066262,"Unclassified"
"Ga0164294_109217171_GEODES005","Ga0164294_10921717","NO CLASSIFICATION MH","serine protein kinase",8,203730.492726046,"Unclassified"
"Ga0164294_109220101_GEODES005","Ga0164294_10922010","NO CLASSIFICATION MH","aspartyl-tRNA synthetase",3,89333.2477103436,"Unclassified"
"Ga0164294_109220111_GEODES005","Ga0164294_10922011","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit alpha",27,304880.973221993,"Unclassified"
"Ga0164294_109229571_GEODES005","Ga0164294_10922957","NO CLASSIFICATION MH","hypothetical protein",3,70739.5014023537,"Unclassified"
"Ga0164294_109230311_GEODES005","Ga0164294_10923031","NO CLASSIFICATION MH","threonyl-tRNA synthetase",5,12192.7945065554,"Unclassified"
"Ga0164294_109237981_GEODES005","Ga0164294_10923798","NO CLASSIFICATION MH","Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain",2,172122.174566285,"Unclassified"
"Ga0164294_109247051_GEODES005","Ga0164294_10924705","NO CLASSIFICATION MH","3-hydroxyethyl bacteriochlorophyllide a dehydrogenase",4,64395.7332378337,"Unclassified"
"Ga0164294_109251911_GEODES005","Ga0164294_10925191","NO CLASSIFICATION MH","hypothetical protein",6,28888.8584542253,"Unclassified"
"Ga0164294_109256221_GEODES005","Ga0164294_10925622","None","Dpy-30 motif-containing protein",9,118817.384350376,"Unclassified"
"Ga0164294_109257561_GEODES005","Ga0164294_10925756","None","hypothetical protein",6,24645.4834020866,"Unclassified"
"Ga0164294_109258841_GEODES005","Ga0164294_10925884","None","hypothetical protein",3,173697.357566793,"Unclassified"
"Ga0164294_109278451_GEODES005","Ga0164294_10927845","None","IPT/TIG domain-containing protein",11,14522.4927647552,"Unclassified"
"Ga0164294_109279191_GEODES005","Ga0164294_10927919","NO CLASSIFICATION MH","large subunit ribosomal protein L3",11,43152.057816572,"Unclassified"
"Ga0164294_109284691_GEODES005","Ga0164294_10928469","None","hypothetical protein",7,54214.5701749676,"Unclassified"
"Ga0164294_109296611_GEODES005","Ga0164294_10929661","None","hypothetical protein",21,30022.2138404287,"Unclassified"
"Ga0164294_109298361_GEODES005","Ga0164294_10929836","NO CLASSIFICATION MH","ornithine--oxo-acid transaminase",3,33359.5472038787,"Unclassified"
"Ga0164294_109327191_GEODES005","Ga0164294_10932719","None","hypothetical protein",34,14625.8197262136,"Unclassified"
"Ga0164294_109327411_GEODES005","Ga0164294_10932741","None","hypothetical protein",2,331322.175422572,"Unclassified"
"Ga0164294_109327851_GEODES005","Ga0164294_10932785","None","hypothetical protein",3,21232.4735818522,"Unclassified"
"Ga0164294_109330851_GEODES005","Ga0164294_10933085","None","hypothetical protein",17,40846.8341512297,"Unclassified"
"Ga0164294_109333932_GEODES005","Ga0164294_10933393","NO CLASSIFICATION MH","glutamine synthetase",21,15572.2428083371,"Unclassified"
"Ga0164294_109337171_GEODES005","Ga0164294_10933717","NO CLASSIFICATION MH","ATP:ADP antiporter, AAA family",23,107882.122292366,"Unclassified"
"Ga0164294_109342221_GEODES005","Ga0164294_10934222","NO CLASSIFICATION MH","valyl-tRNA synthetase",1,23164.6935906109,"Unclassified"
"Ga0164294_109342481_GEODES005","Ga0164294_10934248","NO CLASSIFICATION MH","light-independent protochlorophyllide reductase subunit N",4,54672.1068615777,"Unclassified"
"Ga0164294_109347491_GEODES005","Ga0164294_10934749","NO CLASSIFICATION MH","Putative porin",25,21514.0531176266,"Unclassified"
"Ga0164294_109347761_GEODES005","Ga0164294_10934776","None","hypothetical protein",21,17698.9666840992,"Unclassified"
"Ga0164294_109348121_GEODES005","Ga0164294_10934812","NO CLASSIFICATION MH","hypothetical protein",13,27576.1810384347,"Unclassified"
"Ga0164294_109351921_GEODES005","Ga0164294_10935192","NO CLASSIFICATION MH","Ribosomal protein L19",17,68927.0403761661,"Unclassified"
"Ga0164294_109356021_GEODES005","Ga0164294_10935602","None","hypothetical protein",39,40336.471963155,"Unclassified"
"Ga0164294_109366052_GEODES005","Ga0164294_10936605","NO CLASSIFICATION MH","cell division protein FtsB",13,30499.4311050076,"Unclassified"
"Ga0164294_109383101_GEODES005","Ga0164294_10938310","NO CLASSIFICATION MH","hypothetical protein",1,151008.414195805,"Unclassified"
"Ga0164294_109384292_GEODES005","Ga0164294_10938429","NO CLASSIFICATION MH","hydroxypyruvate isomerase",12,28836.9602039753,"Unclassified"
"Ga0164294_109387961_GEODES005","Ga0164294_10938796","None","IPT/TIG domain-containing protein",24,36913.4857624062,"Unclassified"
"Ga0164294_109390711_GEODES005","Ga0164294_10939071","NO CLASSIFICATION MH","large subunit ribosomal protein L29",14,18229.6183744153,"Unclassified"
"Ga0164294_109391611_GEODES005","Ga0164294_10939161","None","hypothetical protein",5,12267.3449405863,"Unclassified"
"Ga0164294_109396851_GEODES005","Ga0164294_10939685","NO CLASSIFICATION MH","cytochrome c oxidase subunit 2",8,66504.6068496041,"Unclassified"
"Ga0164294_109397411_GEODES005","Ga0164294_10939741","NO CLASSIFICATION MH","hypothetical protein",26,21936.5825249225,"Unclassified"
"Ga0164294_109400301_GEODES005","Ga0164294_10940030","None","hypothetical protein",34,24137.2011518787,"Unclassified"
"Ga0164294_109407081_GEODES005","Ga0164294_10940708","None","hypothetical protein",5,109428.485049361,"Unclassified"
"Ga0164294_109417721_GEODES005","Ga0164294_10941772","NO CLASSIFICATION MH","hypothetical protein",6,63095.3133049197,"Unclassified"
"Ga0164294_109422102_GEODES005","Ga0164294_10942210","NO CLASSIFICATION MH","hypothetical protein",4,106157.227971206,"Unclassified"
"Ga0164294_109422491_GEODES005","Ga0164294_10942249","None","hypothetical protein",8,35471.35960983,"Unclassified"
"Ga0164294_109424081_GEODES005","Ga0164294_10942408","None","hypothetical protein",14,23346.0672902267,"Unclassified"
"Ga0164294_109424601_GEODES005","Ga0164294_10942460","NO CLASSIFICATION MH","putative flavoprotein involved in K+ transport",24,19046.4875133926,"Unclassified"
"Ga0164294_109432731_GEODES005","Ga0164294_10943273","None","hypothetical protein",8,15930.5471189635,"Unclassified"
"Ga0164294_109436471_GEODES005","Ga0164294_10943647","None","hypothetical protein",21,13217.555259006,"Unclassified"
"Ga0164294_109439241_GEODES005","Ga0164294_10943924","NO CLASSIFICATION MH","propionyl-CoA carboxylase beta chain",20,13043.1357400362,"Unclassified"
"Ga0164294_109440811_GEODES005","Ga0164294_10944081","NO CLASSIFICATION MH","Uncharacterized membrane protein",1,83330.1720025734,"Unclassified"
"Ga0164294_109445361_GEODES005","Ga0164294_10944536","None","hypothetical protein",34,12559.8635944778,"Unclassified"
"Ga0164294_109456571_GEODES005","Ga0164294_10945657","None","hypothetical protein",7,26667.5291520017,"Unclassified"
"Ga0164294_109459661_GEODES005","Ga0164294_10945966","NO CLASSIFICATION MH","carbon-monoxide dehydrogenase large subunit",13,80486.5860952355,"Unclassified"
"Ga0164294_109460272_GEODES005","Ga0164294_10946027","None","Mib_herc2 protein",9,126354.642804902,"Unclassified"
"Ga0164294_109474901_GEODES005","Ga0164294_10947490","None","hypothetical protein",11,215186.868757226,"Unclassified"
"Ga0164294_109475711_GEODES005","Ga0164294_10947571","NO CLASSIFICATION MH","lysyl-tRNA synthetase, class 2",2,15570.3688334255,"Unclassified"
"Ga0164294_109478881_GEODES005","Ga0164294_10947888","NO CLASSIFICATION MH","hypothetical protein",3,778996.269607967,"Unclassified"
"Ga0164294_109486021_GEODES005","Ga0164294_10948602","NO CLASSIFICATION MH","electron transfer flavoprotein alpha subunit",1,20212.419344023,"Unclassified"
"Ga0164294_109490741_GEODES005","Ga0164294_10949074","None","hypothetical protein",9,1431209.18221048,"Unclassified"
"Ga0164294_109491112_GEODES005","Ga0164294_10949111","NO CLASSIFICATION MH","Acetyl-CoA dehydrogenase C-terminal like",14,17639.2950995511,"Unclassified"
"Ga0164294_109496441_GEODES005","Ga0164294_10949644","NO CLASSIFICATION MH","Predicted homoserine dehydrogenase, contains C-terminal SAF domain",16,44171.1786901838,"Unclassified"
"Ga0164294_109499091_GEODES005","Ga0164294_10949909","NO CLASSIFICATION MH","ribosomal protein S6--L-glutamate ligase",3,93342.4287077999,"Unclassified"
"Ga0164294_109503261_GEODES005","Ga0164294_10950326","None","hypothetical protein",7,14998.8008817061,"Unclassified"
"Ga0164294_109513901_GEODES005","Ga0164294_10951390","None","hypothetical protein",3,54003.7857560155,"Unclassified"
"Ga0164294_109515522_GEODES005","Ga0164294_10951552","NO CLASSIFICATION MH","hypothetical protein",2,207835.545129735,"Unclassified"
"Ga0164294_109521812_GEODES005","Ga0164294_10952181","None","hypothetical protein",15,6276400.08134589,"Unclassified"
"Ga0164294_109526461_GEODES005","Ga0164294_10952646","NO CLASSIFICATION MH","acetolactate synthase-1/2/3 large subunit",16,20320.7541897518,"Unclassified"
"Ga0164294_109529631_GEODES005","Ga0164294_10952963","None","hypothetical protein",23,29809.6708082659,"Unclassified"
"Ga0164294_109536081_GEODES005","Ga0164294_10953608","None","hypothetical protein",6,594152.540459862,"Unclassified"
"Ga0164294_109540351_GEODES005","Ga0164294_10954035","NO CLASSIFICATION MH","stearoyl-CoA desaturase (delta-9 desaturase)",1,23804.2983324531,"Unclassified"
"Ga0164294_109544831_GEODES005","Ga0164294_10954483","None","hypothetical protein",2,92876.0005243969,"Unclassified"
"Ga0164294_109545522_GEODES005","Ga0164294_10954552","None","hypothetical protein",35,99708.1938218607,"Unclassified"
"Ga0164294_109546891_GEODES005","Ga0164294_10954689","NO CLASSIFICATION MH","D-cysteine desulfhydrase",5,12720.4223672467,"Unclassified"
"Ga0164294_109547052_GEODES005","Ga0164294_10954705","NO CLASSIFICATION MH","hypothetical protein",3,201708.532379968,"Unclassified"
"Ga0164294_109550841_GEODES005","Ga0164294_10955084","None","hypothetical protein",5,23905.6282441109,"Unclassified"
"Ga0164294_109550981_GEODES005","Ga0164294_10955098","None","hypothetical protein",5,34743.1776963979,"Unclassified"
"Ga0164294_109552931_GEODES005","Ga0164294_10955293","NO CLASSIFICATION MH","hypothetical protein",20,148063.827162838,"Unclassified"
"Ga0164294_109565761_GEODES005","Ga0164294_10956576","NO CLASSIFICATION MH","hypothetical protein",4,13968.1482547783,"Unclassified"
"Ga0164294_109571851_GEODES005","Ga0164294_10957185","None","hypothetical protein",7,36046.4605824171,"Unclassified"
"Ga0164294_109573741_GEODES005","Ga0164294_10957374","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit alpha",10,72359.2263313144,"Unclassified"
"Ga0164294_109576051_GEODES005","Ga0164294_10957605","None","Putative sensory transduction regulator",1,66251.7820385409,"Unclassified"
"Ga0164294_109584171_GEODES005","Ga0164294_10958417","NO CLASSIFICATION MH","hypothetical protein",25,51947.2402157752,"Unclassified"
"Ga0164294_109585081_GEODES005","Ga0164294_10958508","NO CLASSIFICATION MH","hypothetical protein",18,13863.978960138,"Unclassified"
"Ga0164294_109585801_GEODES005","Ga0164294_10958580","NO CLASSIFICATION MH","nicotinic acetylcholine receptor",5,13446.1537504082,"Unclassified"
"Ga0164294_109586131_GEODES005","Ga0164294_10958613","None","hypothetical protein",1,48087.741376812,"Unclassified"
"Ga0164294_109590911_GEODES005","Ga0164294_10959091","None","hypothetical protein",8,34835.3259852056,"Unclassified"
"Ga0164294_109591871_GEODES005","Ga0164294_10959187","None","growth factor-like EGF",1,22823.3845215025,"Unclassified"
"Ga0164294_109602201_GEODES005","Ga0164294_10960220","NO CLASSIFICATION MH","nucleoredoxin",20,34014.6722314875,"Unclassified"
"Ga0164294_109604171_GEODES005","Ga0164294_10960417","NO CLASSIFICATION MH","hypothetical protein",2,47858.8829907786,"Unclassified"
"Ga0164294_109608401_GEODES005","Ga0164294_10960840","NO CLASSIFICATION MH","Acyl-CoA dehydrogenase",4,54343.2124626022,"Unclassified"
"Ga0164294_109608722_GEODES005","Ga0164294_10960872","None","hypothetical protein",18,14668.4164050151,"Unclassified"
"Ga0164294_109608761_GEODES005","Ga0164294_10960876","NO CLASSIFICATION MH","hydroxymethylglutaryl-CoA reductase",11,35220.3154884653,"Unclassified"
"Ga0164294_109616451_GEODES005","Ga0164294_10961645","None","hypothetical protein",12,16116.018640582,"Unclassified"
"Ga0164294_109621121_GEODES005","Ga0164294_10962112","NO CLASSIFICATION MH","alpha 1,2-mannosyltransferase",27,22539.599536218,"Unclassified"
"Ga0164294_109629341_GEODES005","Ga0164294_10962934","None","hypothetical protein",2,695649.927514484,"Unclassified"
"Ga0164294_109630141_GEODES005","Ga0164294_10963014","NO CLASSIFICATION MH","GTP-binding protein",22,10822.6137825597,"Unclassified"
"Ga0164294_109630651_GEODES005","Ga0164294_10963065","NO CLASSIFICATION MH","3-isopropylmalate dehydratase",6,32169.3964426339,"Unclassified"
"Ga0164294_109632582_GEODES005","Ga0164294_10963258","None","hypothetical protein",10,13919.1598593361,"Unclassified"
"Ga0164294_109638011_GEODES005","Ga0164294_10963801","None","hypothetical protein",11,71895.9266065121,"Unclassified"
"Ga0164294_109640072_GEODES005","Ga0164294_10964007","None","hypothetical protein",18,18765.940823922,"Unclassified"
"Ga0164294_109649061_GEODES005","Ga0164294_10964906","None","hypothetical protein",7,62953.4719068875,"Unclassified"
"Ga0164294_109652921_GEODES005","Ga0164294_10965292","NO CLASSIFICATION MH","Cytochrome P450",2,252199.124968699,"Unclassified"
"Ga0164294_109656521_GEODES005","Ga0164294_10965652","None","hypothetical protein",3,25108.5134543888,"Unclassified"
"Ga0164294_109657962_GEODES005","Ga0164294_10965796","None","hypothetical protein",7,28589.2443247699,"Unclassified"
"Ga0164294_109679361_GEODES005","Ga0164294_10967936","None","hypothetical protein",25,28634.1546363319,"Unclassified"
"Ga0164294_109682441_GEODES005","Ga0164294_10968244","NO CLASSIFICATION MH","small subunit ribosomal protein S5",1,44881.64707338,"Unclassified"
"Ga0164294_109694481_GEODES005","Ga0164294_10969448","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit alpha",5,20774.8188832138,"Unclassified"
"Ga0164294_109695871_GEODES005","Ga0164294_10969587","None","hypothetical protein",21,25219.1156646298,"Unclassified"
"Ga0164294_109697902_GEODES005","Ga0164294_10969790","NO CLASSIFICATION MH","protein RodZ, contains Xre-like HTH and DUF4115 domains",8,23803.1648279714,"Unclassified"
"Ga0164294_109700472_GEODES005","Ga0164294_10970047","None","hypothetical protein",11,81063.6700247558,"Unclassified"
"Ga0164294_109702801_GEODES005","Ga0164294_10970280","None","hypothetical protein",1,62277.4539849507,"Unclassified"
"Ga0164294_109707541_GEODES005","Ga0164294_10970754","NO CLASSIFICATION MH","hydrophobic/amphiphilic exporter-1, HAE1 family",5,16471.8444863754,"Unclassified"
"Ga0164294_109708011_GEODES005","Ga0164294_10970801","None","hypothetical protein",8,39734.4674062718,"Unclassified"
"Ga0164294_109714661_GEODES005","Ga0164294_10971466","NO CLASSIFICATION MH","ribosomal protein S12 methylthiotransferase",1,21725.7885888044,"Unclassified"
"Ga0164294_109724672_GEODES005","Ga0164294_10972467","NO CLASSIFICATION MH","hypothetical protein",4,135682.733674396,"Unclassified"
"Ga0164294_109738832_GEODES005","Ga0164294_10973883","NO CLASSIFICATION MH","large subunit ribosomal protein L24",20,368368.994416897,"Unclassified"
"Ga0164294_109740691_GEODES005","Ga0164294_10974069","None","hypothetical protein",1,48377.9605529206,"Unclassified"
"Ga0164294_109743071_GEODES005","Ga0164294_10974307","NO CLASSIFICATION MH","hypothetical protein",2,35435.9356248219,"Unclassified"
"Ga0164294_109744151_GEODES005","Ga0164294_10974415","None","hypothetical protein",14,31723.1687896891,"Unclassified"
"Ga0164294_109746861_GEODES005","Ga0164294_10974686","None","hypothetical protein",22,37059.5185062694,"Unclassified"
"Ga0164294_109749762_GEODES005","Ga0164294_10974976","None","hypothetical protein",3,31651.5203219874,"Unclassified"
"Ga0164294_109759191_GEODES005","Ga0164294_10975919","None","hypothetical protein",29,365707.659314461,"Unclassified"
"Ga0164294_109759711_GEODES005","Ga0164294_10975971","None","hypothetical protein",7,92832.6042594814,"Unclassified"
"Ga0164294_109760522_GEODES005","Ga0164294_10976052","None","hypothetical protein",13,126825.23837193,"Unclassified"
"Ga0164294_109777221_GEODES005","Ga0164294_10977722","NO CLASSIFICATION MH","hypothetical protein",30,14256.5118547536,"Unclassified"
"Ga0164294_109780831_GEODES005","Ga0164294_10978083","None","hypothetical protein",11,29871.4282105004,"Unclassified"
"Ga0164294_109781601_GEODES005","Ga0164294_10978160","NO CLASSIFICATION MH","C-methyltransferase C-terminal domain-containing protein",37,15442.7832080973,"Unclassified"
"Ga0164294_109785182_GEODES005","Ga0164294_10978518","NO CLASSIFICATION MH","photosystem I subunit 8",4,41596.7922060604,"Unclassified"
"Ga0164294_109791331_GEODES005","Ga0164294_10979133","NO CLASSIFICATION MH","iron-sulfur cluster assembly protein",20,57542.3022723306,"Unclassified"
"Ga0164294_109801952_GEODES005","Ga0164294_10980195","None","hypothetical protein",19,261235.444667994,"Unclassified"
"Ga0164294_109803231_GEODES005","Ga0164294_10980323","None","hypothetical protein",39,31419.7174186359,"Unclassified"
"Ga0164294_109805491_GEODES005","Ga0164294_10980549","NO CLASSIFICATION MH","Phytoene/squalene synthetase",5,21927.8635048214,"Unclassified"
"Ga0164294_109805871_GEODES005","Ga0164294_10980587","NO CLASSIFICATION MH","hypothetical protein",19,198803.254394742,"Unclassified"
"Ga0164294_109806481_GEODES005","Ga0164294_10980648","None","hypothetical protein",11,16456.4675175389,"Unclassified"
"Ga0164294_109809661_GEODES005","Ga0164294_10980966","NO CLASSIFICATION MH","hypothetical protein",3,622359.806018909,"Unclassified"
"Ga0164294_109809791_GEODES005","Ga0164294_10980979","NO CLASSIFICATION MH","DNA gyrase subunit A",22,16253.0562064843,"Unclassified"
"Ga0164294_109810511_GEODES005","Ga0164294_10981051","NO CLASSIFICATION MH","4-hydroxy-tetrahydrodipicolinate reductase",3,79548.1079330667,"Unclassified"
"Ga0164294_109811381_GEODES005","Ga0164294_10981138","NO CLASSIFICATION MH","elongation factor G",1,210202.610775708,"Unclassified"
"Ga0164294_109815671_GEODES005","Ga0164294_10981567","NO CLASSIFICATION MH","aconitate hydratase",4,38984.1092537538,"Unclassified"
"Ga0164294_109815971_GEODES005","Ga0164294_10981597","None","hypothetical protein",23,32303.3262528273,"Unclassified"
"Ga0164294_109821541_GEODES005","Ga0164294_10982154","None","hypothetical protein",5,13677.1856803071,"Unclassified"
"Ga0164294_109823861_GEODES005","Ga0164294_10982386","None","hypothetical protein",14,12999.663423453,"Unclassified"
"Ga0164294_109833101_GEODES005","Ga0164294_10983310","NO CLASSIFICATION MH","acetaldehyde dehydrogenase",3,17344.1643459424,"Unclassified"
"Ga0164294_109834591_GEODES005","Ga0164294_10983459","NO CLASSIFICATION MH","Protein of unknown function (DUF1800)",22,12935.8841424947,"Unclassified"
"Ga0164294_109870821_GEODES005","Ga0164294_10987082","NO CLASSIFICATION MH","dynein heavy chain",9,71183.3258800464,"Unclassified"
"Ga0164294_109871792_GEODES005","Ga0164294_10987179","None","hypothetical protein",5,26950.2474955979,"Unclassified"
"Ga0164294_109872251_GEODES005","Ga0164294_10987225","NO CLASSIFICATION MH","preprotein translocase subunit SecY",16,29092.3288880623,"Unclassified"
"Ga0164294_109909682_GEODES005","Ga0164294_10990968","NO CLASSIFICATION MH","NADH-quinone oxidoreductase subunit I",10,122055.366286322,"Unclassified"
"Ga0164294_109919581_GEODES005","Ga0164294_10991958","NO CLASSIFICATION MH","Transposase (or an inactivated derivative)",5,17860.9510456998,"Unclassified"
"Ga0164294_109921231_GEODES005","Ga0164294_10992123","NO CLASSIFICATION MH","prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit",39,16198.7474286909,"Unclassified"
"Ga0164294_109923281_GEODES005","Ga0164294_10992328","None","hypothetical protein",9,220106.561611488,"Unclassified"
"Ga0164294_109923301_GEODES005","Ga0164294_10992330","NO CLASSIFICATION MH","ribonucleoside-diphosphate reductase beta chain",3,29878.373805179,"Unclassified"
"Ga0164294_109925971_GEODES005","Ga0164294_10992597","NO CLASSIFICATION MH","EGF-like domain-containing protein",1,143563.406835549,"Unclassified"
"Ga0164294_109932202_GEODES005","Ga0164294_10993220","NO CLASSIFICATION MH","light-harvesting complex 1 beta chain",15,1147113.08306657,"Unclassified"
